Id,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,GarageArea,OverallQual,FullBath,GarageCars,TotRmsAbvGrd,MSZoning,Condition2,Neighborhood,ExterQual,PoolQC,RoofMatl,SalePrice
1132,1991,1992,974.0,974,974,0.0,5,1,0.0,5,RL,Norm,Mitchel,TA,RL,CompShg,93500.0
1133,1880,1950,1008.0,1178,2210,205.0,6,2,1.0,8,RM,Norm,OldTown,TA,RM,CompShg,117500.0
1134,1995,1995,1128.0,1142,2020,466.0,8,2,2.0,8,RL,Norm,SawyerW,Gd,RL,CompShg,239500.0
1135,1997,1997,916.0,916,1600,460.0,6,2,2.0,7,RL,Norm,Gilbert,TA,RL,CompShg,169000.0
1136,1926,1950,960.0,986,986,180.0,6,1,1.0,5,RM,Norm,BrkSide,TA,RM,CompShg,102000.0
1137,1950,1950,1032.0,1032,1252,288.0,6,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,119000.0
1138,1875,1996,780.0,780,1020,0.0,5,1,0.0,6,RL,Norm,Sawyer,TA,RL,CompShg,94000.0
1139,1977,1977,1567.0,1567,1567,714.0,6,2,2.0,5,RL,Norm,Mitchel,TA,RL,CompShg,196000.0
1140,1920,1950,915.0,1167,1167,495.0,5,1,2.0,6,RL,Norm,BrkSide,TA,RL,CompShg,144000.0
1141,1951,1951,952.0,952,952,840.0,5,1,2.0,4,RL,Norm,NAmes,TA,RL,CompShg,139000.0
1142,1976,1976,780.0,1088,1868,484.0,5,2,2.0,9,RL,Norm,NWAmes,TA,RL,CompShg,197500.0
1143,2006,2007,1466.0,1466,2828,1052.0,8,3,3.0,11,RL,Norm,CollgCr,Gd,RL,CompShg,424870.0
1144,1959,1959,1006.0,1006,1006,0.0,5,1,0.0,5,RL,Norm,Sawyer,TA,RL,CompShg,80000.0
1145,1941,1950,672.0,672,924,280.0,4,1,1.0,5,RL,Norm,Edwards,TA,RL,CompShg,80000.0
1146,1928,1950,1042.0,1042,1576,225.0,5,1,1.0,8,RM,Norm,BrkSide,TA,RM,CompShg,149000.0
1147,1985,1985,1298.0,1298,1298,403.0,6,2,2.0,5,RL,Norm,SawyerW,Gd,RL,CompShg,180000.0
1148,1941,1950,704.0,860,1564,234.0,7,1,1.0,7,RL,Norm,Crawfor,TA,RL,CompShg,174500.0
1149,1926,1950,572.0,572,1111,288.0,7,1,1.0,5,RM,Norm,OldTown,TA,RM,CompShg,116900.0
1150,1920,1988,650.0,832,1482,324.0,7,1,2.0,7,RM,Norm,OldTown,TA,RM,CompShg,143000.0
1151,1950,1950,932.0,932,932,306.0,6,1,1.0,4,RL,Norm,NAmes,TA,RL,CompShg,124000.0
1152,1959,1959,1466.0,1466,1466,528.0,5,1,2.0,6,RL,Norm,Edwards,TA,RL,CompShg,149900.0
1153,1956,2004,1073.0,1811,1811,470.0,6,1,2.0,6,RL,Norm,Crawfor,TA,RL,CompShg,230000.0
1154,1930,2007,816.0,816,816,432.0,6,1,1.0,5,RM,Norm,IDOTRR,Gd,RM,CompShg,120500.0
1155,1965,1988,864.0,902,1820,492.0,7,1,2.0,8,RL,Norm,NAmes,TA,RL,CompShg,201800.0
1156,1976,2004,1437.0,1437,1437,528.0,5,2,2.0,6,RL,Norm,Veenker,Gd,RL,CompShg,218000.0
1157,1965,1999,1219.0,1265,1265,502.0,5,2,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,179900.0
1158,2007,2008,1314.0,1314,1314,626.0,7,2,2.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,230000.0
1159,2007,2008,1580.0,1580,1580,830.0,8,2,3.0,7,RL,Norm,Somerst,Gd,RL,CompShg,235128.0
1160,1974,1974,901.0,943,1876,540.0,6,2,2.0,8,RL,Norm,NWAmes,Gd,RL,CompShg,185000.0
1161,1978,1978,855.0,855,1456,440.0,6,2,2.0,7,RL,Norm,NPkVill,TA,RL,CompShg,146000.0
1162,1954,2006,1296.0,1640,1640,924.0,6,1,2.0,7,RL,Norm,Crawfor,Gd,RL,CompShg,224000.0
1163,1968,1968,894.0,894,894,450.0,5,1,2.0,5,RL,Norm,Sawyer,TA,RL,CompShg,129000.0
1164,1969,1969,1198.0,1258,1258,400.0,4,0,2.0,6,RL,Norm,Sawyer,TA,RL,CompShg,108959.0
1165,1978,1978,1360.0,1432,1432,588.0,5,1,2.0,5,RL,Norm,Veenker,TA,RL,CompShg,194000.0
1166,2009,2009,1502.0,1502,1502,644.0,7,2,2.0,7,RL,Norm,NridgHt,Gd,RL,CompShg,233170.0
1167,2008,2008,1694.0,1694,1694,776.0,8,2,3.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,245350.0
1168,2000,2000,959.0,959,1671,472.0,6,2,2.0,7,RL,Norm,Gilbert,TA,RL,CompShg,173000.0
1169,1935,1986,1127.0,1236,2108,540.0,6,2,2.0,7,RL,Norm,Edwards,TA,RL,CompShg,235000.0
1170,1995,1996,1930.0,1831,3627,807.0,10,3,3.0,10,RL,Norm,NoRidge,Gd,RL,CompShg,625000.0
1171,1977,1977,1096.0,1118,1118,358.0,6,1,1.0,6,RL,Norm,Mitchel,TA,RL,CompShg,171000.0
1172,1958,1958,1261.0,1261,1261,433.0,6,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,163000.0
1173,2006,2007,625.0,625,1250,625.0,7,2,2.0,5,FV,Norm,Somerst,Gd,FV,CompShg,171900.0
1174,1946,1994,1598.0,1636,3086,0.0,5,3,0.0,12,RL,Norm,ClearCr,TA,RL,CompShg,200500.0
1175,1932,1950,952.0,1170,2345,360.0,6,2,2.0,9,RL,Norm,Crawfor,TA,RL,CompShg,239000.0
1176,1992,2000,1683.0,2129,2872,541.0,8,2,2.0,9,RL,Norm,NoRidge,Gd,RL,CompShg,285000.0
1177,1984,1985,876.0,923,923,264.0,5,1,1.0,5,RL,Norm,Mitchel,TA,RL,CompShg,119500.0
1178,1926,2004,818.0,818,1224,210.0,6,1,1.0,5,RM,Norm,OldTown,TA,RM,CompShg,115000.0
1179,1921,1950,731.0,820,1343,186.0,5,1,1.0,7,RL,Norm,Crawfor,TA,RL,CompShg,154900.0
1180,1954,1954,0.0,1124,1124,0.0,5,1,0.0,5,RL,Norm,Edwards,TA,RL,CompShg,93000.0
1181,1990,1991,1216.0,1298,2514,693.0,7,2,2.0,8,RL,Norm,Timber,TA,RL,CompShg,250000.0
1182,2008,2008,1600.0,1652,1652,482.0,8,2,2.0,5,RM,Norm,Crawfor,Ex,RM,CompShg,392500.0
1183,1996,1996,2396.0,2411,4476,813.0,10,3,3.0,10,RL,Norm,NoRidge,Gd,RL,CompShg,745000.0
1184,1920,1950,1120.0,1130,1130,720.0,5,1,2.0,5,RL,Norm,OldTown,TA,RL,CompShg,120000.0
1185,1963,1963,1572.0,1572,1572,995.0,5,1,3.0,5,RL,Norm,Timber,TA,RL,CompShg,186700.0
1186,1924,1950,784.0,949,1221,392.0,5,1,1.0,7,RL,Norm,Edwards,TA,RL,CompShg,104900.0
1187,1900,1970,978.0,1014,1699,420.0,3,2,2.0,7,RL,Artery,OldTown,TA,RL,CompShg,95000.0
1188,1994,1995,1624.0,1624,1624,757.0,8,2,3.0,5,RL,Norm,NoRidge,Gd,RL,CompShg,262000.0
1189,2002,2002,831.0,831,1660,493.0,7,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,195000.0
1190,1999,1999,994.0,1028,1804,442.0,7,2,2.0,7,RL,Norm,Gilbert,TA,RL,CompShg,189000.0
1191,1961,1975,1249.0,1622,1622,1356.0,4,1,4.0,7,RL,Norm,Mitchel,TA,RL,CompShg,168000.0
1192,1999,2000,776.0,764,1441,492.0,8,2,2.0,5,FV,Norm,Somerst,Gd,FV,CompShg,174000.0
1193,1925,1994,702.0,842,1472,250.0,5,1,1.0,6,RM,Norm,OldTown,TA,RM,CompShg,125000.0
1194,1999,1999,1224.0,1224,1224,402.0,6,2,2.0,5,RM,Norm,Mitchel,TA,RM,CompShg,165000.0
1195,1969,1969,663.0,663,1352,299.0,6,1,1.0,7,RL,Norm,Sawyer,TA,RL,CompShg,158000.0
1196,2005,2005,728.0,728,1456,400.0,6,2,2.0,8,RL,Norm,Gilbert,TA,RL,CompShg,176000.0
1197,2006,2006,879.0,879,1863,660.0,7,2,3.0,9,RL,Norm,Gilbert,Gd,RL,CompShg,219210.0
1198,1916,1950,815.0,815,1690,225.0,7,1,1.0,7,RM,Norm,OldTown,TA,RM,CompShg,144000.0
1199,2001,2001,1212.0,1212,1212,573.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,178000.0
1200,1963,1979,1051.0,1382,1382,459.0,4,1,2.0,6,RL,Norm,Sawyer,TA,RL,CompShg,148000.0
1201,1970,1970,864.0,864,864,280.0,4,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,116050.0
1202,1998,1998,866.0,866,1779,546.0,7,2,2.0,6,RL,Norm,CollgCr,TA,RL,CompShg,197900.0
1203,1925,1997,884.0,884,1348,216.0,5,1,1.0,5,RM,Norm,BrkSide,TA,RM,CompShg,117000.0
1204,2000,2001,1630.0,1630,1630,451.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,213000.0
1205,1975,1975,1056.0,1074,1074,495.0,5,1,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,153500.0
1206,1990,1991,2158.0,2196,2196,701.0,7,2,3.0,7,RL,Norm,SawyerW,Gd,RL,CompShg,271900.0
1207,1966,1966,1056.0,1056,1056,384.0,4,1,1.0,5,RH,Norm,SawyerW,TA,RH,CompShg,107000.0
1208,2003,2003,1682.0,1700,1700,544.0,6,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,200000.0
1209,1962,1980,931.0,1283,1283,506.0,5,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,140000.0
1210,2006,2006,1660.0,1660,1660,500.0,8,2,2.0,8,RL,Norm,Somerst,Gd,RL,CompShg,290000.0
1211,1992,1992,1055.0,1055,1845,462.0,6,2,2.0,8,RL,Norm,SawyerW,Gd,RL,CompShg,189000.0
1212,1988,2005,559.0,1080,1752,492.0,8,2,2.0,8,RL,Norm,Gilbert,Gd,RL,CompShg,164000.0
1213,1941,1950,672.0,672,672,234.0,4,1,1.0,4,RL,Norm,Edwards,TA,RL,CompShg,113000.0
1214,1965,2001,648.0,960,960,364.0,4,0,1.0,3,RL,Norm,Sawyer,TA,RL,CompShg,145000.0
1215,1962,1962,925.0,999,999,300.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,134500.0
1216,1966,1966,894.0,894,894,384.0,5,1,1.0,5,RL,Norm,Sawyer,TA,RL,CompShg,125000.0
1217,1978,1978,0.0,1318,1902,539.0,6,2,2.0,8,RM,Norm,Sawyer,TA,RM,CompShg,112000.0
1218,2009,2009,1300.0,1314,1314,552.0,8,2,2.0,6,FV,Norm,Somerst,Gd,FV,CompShg,229456.0
1219,1947,1950,0.0,672,912,0.0,4,1,0.0,3,RM,Norm,BrkSide,TA,RM,CompShg,80500.0
1220,1971,1971,672.0,672,1218,0.0,6,1,0.0,7,RM,Norm,BrDale,TA,RM,CompShg,91500.0
1221,1964,1964,912.0,912,912,288.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,115000.0
1222,1968,1968,952.0,1211,1211,322.0,5,1,1.0,5,RL,Norm,Sawyer,TA,RL,CompShg,134000.0
1223,1949,1950,1040.0,1168,1846,315.0,6,2,1.0,7,RL,Norm,NAmes,TA,RL,CompShg,143000.0
1224,1951,1951,2136.0,2136,2136,528.0,5,2,2.0,7,RL,Norm,NAmes,TA,RL,CompShg,137900.0
1225,2004,2005,788.0,788,1490,388.0,7,2,2.0,8,RL,Norm,Gilbert,Gd,RL,CompShg,184000.0
1226,1958,1958,588.0,1138,1138,264.0,6,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,145000.0
1227,2007,2007,894.0,894,1933,668.0,6,2,3.0,9,RL,Norm,Somerst,Gd,RL,CompShg,214000.0
1228,1965,2008,912.0,912,912,576.0,5,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,147000.0
1229,2008,2008,1702.0,1702,1702,1052.0,9,1,3.0,7,RL,Norm,NridgHt,Ex,RL,CompShg,367294.0
1230,1960,1960,1075.0,1507,1507,404.0,5,2,1.0,7,RL,Norm,NAmes,TA,RL,CompShg,127000.0
1231,1977,1977,1361.0,1361,2620,600.0,5,2,2.0,12,RL,RRAe,Sawyer,TA,RL,CompShg,190000.0
1232,1962,1962,1106.0,1190,1190,540.0,5,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,132500.0
1233,1962,1962,0.0,1224,1224,462.0,4,2,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,101800.0
1234,1959,1959,1188.0,1188,1188,531.0,5,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,142000.0
1235,1911,1950,940.0,1024,1964,0.0,5,1,0.0,7,RH,Norm,SWISU,TA,RH,CompShg,130000.0
1236,1914,1950,747.0,892,1784,180.0,5,1,1.0,9,RL,Norm,Crawfor,TA,RL,CompShg,138887.0
1237,2003,2003,764.0,764,1626,474.0,7,2,2.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,175500.0
1238,2004,2005,847.0,847,1948,434.0,7,2,2.0,8,RL,Norm,CollgCr,Gd,RL,CompShg,195000.0
1239,2005,2005,1141.0,1141,1141,484.0,6,1,2.0,6,RL,Norm,SawyerW,Gd,RL,CompShg,142500.0
1240,2006,2006,1476.0,1484,1484,472.0,8,2,2.0,6,RL,Norm,Timber,Gd,RL,CompShg,265900.0
1241,2003,2003,884.0,884,1768,543.0,7,2,2.0,8,RL,Norm,CollgCr,Gd,RL,CompShg,224900.0
1242,2007,2007,1689.0,1689,1689,954.0,7,2,3.0,7,RL,Norm,Somerst,Gd,RL,CompShg,248328.0
1243,1974,1974,1053.0,1173,1173,528.0,7,2,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,170000.0
1244,2006,2006,2076.0,2076,2076,850.0,10,2,3.0,7,RL,Norm,NridgHt,Ex,RL,CompShg,465000.0
1245,1929,1950,792.0,792,1517,400.0,8,1,2.0,7,RL,Norm,Crawfor,TA,RL,CompShg,230000.0
1246,1984,2003,585.0,1140,1868,477.0,6,3,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,178000.0
1247,2005,2006,756.0,756,1553,615.0,7,2,2.0,6,FV,Norm,Somerst,Gd,FV,CompShg,186500.0
1248,1976,1976,1012.0,1034,1034,888.0,6,1,3.0,6,RL,Norm,Mitchel,TA,RL,CompShg,169900.0
1249,1917,1950,735.0,1134,2058,396.0,6,1,2.0,8,RM,Norm,OldTown,TA,RM,CompShg,129500.0
1250,1950,1950,876.0,988,988,276.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,119000.0
1251,1968,1968,2110.0,2110,2110,522.0,7,2,2.0,8,RL,Norm,NAmes,Gd,RL,CompShg,244000.0
1252,2003,2003,1405.0,1405,1405,478.0,7,2,2.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,171750.0
1253,1968,1968,864.0,874,874,288.0,5,1,1.0,5,RL,Norm,Mitchel,TA,RL,CompShg,130000.0
1254,1974,2003,1192.0,1516,2167,518.0,7,2,2.0,9,RL,Norm,Veenker,Gd,RL,CompShg,294000.0
1255,2003,2004,746.0,760,1656,397.0,7,2,2.0,7,RL,Norm,Edwards,Gd,RL,CompShg,165400.0
1256,1931,1950,884.0,959,1367,560.0,6,1,1.0,6,RM,Norm,BrkSide,TA,RM,CompShg,127500.0
1257,1994,1994,1986.0,1987,1987,691.0,8,2,2.0,7,RL,Norm,NoRidge,Gd,RL,CompShg,301500.0
1258,1922,1950,864.0,864,864,0.0,5,1,0.0,4,RL,Norm,Edwards,TA,RL,CompShg,99900.0
1259,2005,2005,856.0,1166,1166,400.0,7,2,2.0,5,RL,Norm,Gilbert,Gd,RL,CompShg,190000.0
1260,1969,1969,1054.0,1054,1054,460.0,6,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,151000.0
1261,1999,1999,841.0,892,1675,502.0,6,2,2.0,7,RL,Norm,Gilbert,TA,RL,CompShg,181000.0
1262,1956,1956,1050.0,1050,1050,338.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,128900.0
1263,1957,1989,1104.0,1104,1788,304.0,4,1,1.0,8,RL,Norm,ClearCr,TA,RL,CompShg,161500.0
1264,1919,1950,764.0,1060,1824,520.0,6,1,2.0,8,RL,Norm,BrkSide,TA,RL,CompShg,180500.0
1265,1998,1999,1405.0,1337,1337,511.0,6,2,2.0,5,RH,Norm,NAmes,Gd,RH,CompShg,181000.0
1266,1999,1999,691.0,713,1452,506.0,7,2,2.0,6,FV,Norm,Somerst,Gd,FV,CompShg,183900.0
1267,1910,1950,925.0,964,1889,308.0,7,1,1.0,9,RM,Norm,OldTown,Fa,RM,CompShg,122000.0
1268,2008,2009,2002.0,2018,2018,746.0,9,2,3.0,10,RL,Norm,Timber,Ex,RL,CompShg,378500.0
1269,1935,1997,728.0,1968,3447,1014.0,8,3,3.0,11,RL,Norm,Crawfor,TA,RL,CompShg,381000.0
1270,1958,1958,874.0,874,1524,315.0,5,1,1.0,7,RL,Norm,NAmes,TA,RL,CompShg,144000.0
1271,1979,1979,1332.0,1332,1524,586.0,7,0,2.0,4,RL,Norm,ClearCr,Gd,RL,WdShake,260000.0
1272,1968,1968,1489.0,1489,1489,462.0,6,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,185750.0
1273,1965,1965,935.0,935,935,288.0,5,1,1.0,5,RL,Norm,Sawyer,TA,RL,CompShg,137000.0
1274,1959,2006,1019.0,1357,1357,312.0,6,1,1.0,5,RL,Norm,Edwards,TA,RL,CompShg,177000.0
1275,1910,2003,661.0,661,1250,552.0,5,2,2.0,8,RL,Norm,Crawfor,TA,RL,CompShg,139000.0
1276,1948,1950,928.0,928,1920,400.0,5,2,2.0,10,RL,Norm,NAmes,TA,RL,Roll,137000.0
1277,1972,1972,723.0,735,1395,497.0,6,1,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,162000.0
1278,1967,1976,1680.0,1724,1724,480.0,6,1,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,197900.0
1279,2002,2002,1128.0,1128,2031,577.0,8,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,237000.0
1280,1920,1950,698.0,698,1128,528.0,4,1,2.0,6,C (all),Norm,IDOTRR,TA,C (all),CompShg,68400.0
1281,2002,2002,1573.0,1573,1573,544.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,227000.0
1282,1990,1990,1309.0,1339,1339,484.0,7,2,2.0,6,RL,Norm,Timber,TA,RL,CompShg,180000.0
1283,1977,2008,1040.0,1040,1040,484.0,5,2,2.0,5,RL,Norm,CollgCr,TA,RL,CompShg,150500.0
1284,1971,1971,912.0,912,1824,0.0,6,2,0.0,8,RL,Norm,Mitchel,TA,RL,CompShg,139000.0
1285,1919,1990,804.0,1699,2447,336.0,6,2,1.0,10,RL,Norm,SWISU,TA,RL,CompShg,169000.0
1286,1939,1950,780.0,825,1412,280.0,6,1,1.0,6,RM,Norm,BrkSide,TA,RM,CompShg,132500.0
1287,1963,1963,1328.0,1328,1328,528.0,6,1,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,143000.0
1288,1964,1964,1624.0,1582,1582,390.0,5,2,2.0,7,RL,Norm,ClearCr,TA,RL,CompShg,190000.0
1289,2000,2000,1501.0,1659,1659,499.0,8,2,2.0,5,RL,Norm,StoneBr,Gd,RL,CompShg,278000.0
1290,2006,2006,1085.0,1120,1970,753.0,8,2,3.0,8,RL,Norm,NridgHt,Gd,RL,CompShg,281000.0
1291,1964,1964,1152.0,1152,1152,484.0,5,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,180500.0
1292,1972,1972,630.0,630,1302,264.0,5,2,1.0,6,RM,Norm,BrDale,TA,RM,CompShg,119500.0
1293,1892,1965,994.0,1378,2372,432.0,5,2,1.0,11,RM,Norm,OldTown,TA,RM,CompShg,107500.0
1294,1976,1976,832.0,832,1664,528.0,7,2,2.0,8,RL,Norm,NWAmes,TA,RL,CompShg,162900.0
1295,1955,1990,864.0,864,864,572.0,5,1,2.0,5,RL,Norm,Edwards,TA,RL,CompShg,115000.0
1296,1968,1968,1052.0,1052,1052,288.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,138500.0
1297,1963,1963,1120.0,1128,1128,525.0,5,2,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,155000.0
1298,2005,2006,547.0,1072,1072,525.0,6,2,2.0,5,RM,Norm,Edwards,TA,RM,CompShg,140000.0
1299,2008,2008,6110.0,4692,5642,1418.0,10,2,2.0,12,RL,Norm,Edwards,Ex,RL,ClyTile,160000.0
1300,1959,1994,1246.0,1246,1246,305.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,154000.0
1301,1999,1999,978.0,1005,1983,490.0,7,2,2.0,9,RL,Norm,Gilbert,Gd,RL,CompShg,225000.0
1302,1942,1950,771.0,753,1494,213.0,6,1,1.0,7,RL,Norm,Crawfor,TA,RL,CompShg,177500.0
1303,1994,1994,1165.0,1203,2526,844.0,8,2,3.0,8,RL,Norm,NoRidge,Gd,RL,CompShg,290000.0
1304,2005,2005,1616.0,1616,1616,834.0,7,2,3.0,7,RL,Norm,Somerst,Gd,RL,CompShg,232000.0
1305,2004,2004,976.0,976,1708,380.0,7,2,2.0,7,RM,Norm,Edwards,Gd,RM,CompShg,130000.0
1306,2006,2007,1652.0,1652,1652,840.0,9,2,2.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,325000.0
1307,2005,2006,1368.0,1368,1368,474.0,7,2,2.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,202500.0
1308,1994,1995,990.0,990,990,480.0,5,1,2.0,5,RL,Norm,CollgCr,TA,RL,CompShg,138000.0
1309,1948,2005,924.0,1122,1122,528.0,5,1,2.0,6,RM,Norm,OldTown,TA,RM,CompShg,147000.0
1310,1991,1991,1278.0,1294,1294,496.0,6,2,2.0,6,RL,Norm,SawyerW,TA,RL,CompShg,179200.0
1311,1959,2002,1902.0,1902,1902,567.0,7,2,2.0,7,RL,Norm,Crawfor,Gd,RL,CompShg,335000.0
1312,2005,2007,1274.0,1274,1274,508.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,203000.0
1313,1990,1990,1453.0,1453,2810,750.0,8,2,2.0,9,RL,Norm,NoRidge,Gd,RL,CompShg,302000.0
1314,1999,1999,1393.0,1422,2599,779.0,9,2,3.0,10,RL,Norm,NoRidge,Gd,RL,CompShg,333168.0
1315,1954,1954,948.0,948,948,280.0,4,1,1.0,5,RL,Norm,Edwards,TA,RL,CompShg,119000.0
1316,1969,1969,952.0,1092,2112,576.0,6,2,2.0,9,RL,Norm,NAmes,TA,RL,CompShg,206900.0
1317,2008,2008,1622.0,1630,1630,860.0,8,2,3.0,8,RL,Norm,CollgCr,Gd,RL,CompShg,295493.0
1318,2006,2007,1352.0,1352,1352,466.0,7,2,2.0,5,FV,Norm,Somerst,Gd,FV,CompShg,208900.0
1319,2001,2002,1753.0,1787,1787,748.0,8,2,3.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,275000.0
1320,1954,1954,864.0,948,948,248.0,4,1,1.0,5,RL,Norm,Edwards,TA,RL,CompShg,111000.0
1321,1957,1957,1478.0,1478,1478,442.0,6,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,156500.0
1322,1949,1950,0.0,720,720,287.0,3,1,1.0,4,RL,Norm,BrkSide,TA,RL,CompShg,72500.0
1323,1992,1992,750.0,1061,1923,564.0,7,2,2.0,8,RL,Norm,NoRidge,Gd,RL,CompShg,190000.0
1324,1940,1950,420.0,708,708,0.0,4,1,0.0,5,RL,Norm,BrkSide,Fa,RL,CompShg,82500.0
1325,2006,2007,1795.0,1795,1795,895.0,8,2,3.0,7,RL,Norm,Somerst,Gd,RL,CompShg,147000.0
1326,1922,1950,796.0,796,796,0.0,4,1,0.0,5,RM,Norm,IDOTRR,TA,RM,CompShg,55000.0
1327,1931,2006,544.0,774,774,0.0,3,1,0.0,6,RH,Norm,Edwards,TA,RH,CompShg,79000.0
1328,1982,2008,816.0,816,816,264.0,5,1,1.0,5,RL,Norm,Mitchel,Gd,RL,CompShg,130500.0
1329,1920,1950,1510.0,1584,2792,520.0,6,2,2.0,8,RM,Norm,OldTown,Gd,RM,CompShg,256000.0
1330,1998,1998,935.0,955,1632,462.0,7,2,2.0,8,RL,Norm,Gilbert,TA,RL,CompShg,176500.0
1331,2006,2006,1588.0,1588,1588,825.0,8,2,3.0,7,RL,Norm,Somerst,Gd,RL,CompShg,227000.0
1332,1976,1976,911.0,954,954,576.0,5,1,2.0,6,RL,Norm,CollgCr,TA,RL,CompShg,132500.0
1333,1938,1958,816.0,816,816,288.0,4,1,1.0,3,RL,Norm,Edwards,TA,RL,CompShg,100000.0
1334,1938,1995,803.0,803,1360,297.0,5,1,1.0,6,RM,Norm,IDOTRR,TA,RM,CompShg,125500.0
1335,1970,1970,765.0,765,1365,440.0,5,1,2.0,7,RM,Norm,BrDale,TA,RM,CompShg,125000.0
1336,1977,1977,1350.0,1334,1334,630.0,6,2,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,167900.0
1337,1973,1973,1656.0,1656,1656,506.0,5,2,2.0,8,RL,Norm,NWAmes,TA,RL,CompShg,135000.0
1338,1941,1950,693.0,693,693,0.0,4,1,0.0,4,RM,Norm,OldTown,TA,RM,CompShg,52500.0
1339,2002,2002,916.0,920,1861,492.0,7,2,2.0,8,RL,Norm,CollgCr,Gd,RL,CompShg,200000.0
1340,1972,1972,864.0,864,864,288.0,5,1,1.0,5,RL,Norm,CollgCr,TA,RL,CompShg,128500.0
1341,1971,1971,858.0,872,872,480.0,4,1,4.0,5,RL,Norm,NAmes,TA,RL,CompShg,123000.0
1342,2003,2004,1114.0,1114,1114,576.0,6,1,2.0,6,RL,Norm,SawyerW,TA,RL,CompShg,155000.0
1343,2002,2002,1284.0,1284,2169,647.0,8,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,228500.0
1344,1928,1950,896.0,1172,1913,342.0,6,1,2.0,9,RL,Norm,Crawfor,TA,RL,CompShg,177000.0
1345,2006,2006,728.0,728,1456,440.0,7,2,2.0,8,RL,Norm,CollgCr,Gd,RL,CompShg,155835.0
1346,1920,1950,960.0,960,960,308.0,4,1,1.0,5,RM,Norm,OldTown,TA,RM,CompShg,108500.0
1347,1968,2003,1568.0,2156,2156,508.0,7,2,2.0,9,RL,Norm,NWAmes,TA,RL,CompShg,262500.0
1348,2006,2007,1732.0,1776,1776,712.0,8,2,3.0,7,RL,Norm,Timber,Gd,RL,CompShg,283463.0
1349,1998,1998,1482.0,1494,1494,514.0,7,2,2.0,5,RL,Norm,SawyerW,Gd,RL,CompShg,215000.0
1350,1872,1987,684.0,938,2358,0.0,8,2,0.0,8,RM,Norm,OldTown,TA,RM,CompShg,122000.0
1351,1969,1969,1248.0,1338,2634,968.0,5,2,4.0,12,RL,Norm,NAmes,TA,RL,CompShg,200000.0
1352,1962,1962,858.0,858,1716,490.0,6,1,2.0,8,RL,Norm,NAmes,TA,RL,CompShg,171000.0
1353,1937,2000,698.0,786,1176,624.0,6,1,2.0,4,RM,Norm,BrkSide,Gd,RM,CompShg,134900.0
1354,1995,1996,2033.0,2053,3238,666.0,8,2,3.0,9,RL,Norm,NoRidge,Gd,RL,CompShg,410000.0
1355,2000,2000,992.0,992,1865,839.0,7,2,3.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,235000.0
